County,Age Group,Race/Ethnicity,Dose,Residents Vaccinated,Population,Coverage
Schoolcraft,65-74 years,NH White,Up-To-Date,345,1227,28.12%
Schoolcraft,75+ years,NH White,At Least One Dose,789,796,99.12%
Schoolcraft,75+ years,NH White,Up-To-Date,282,796,35.43%
Schoolcraft,under 5 years,NH White,At Least One Dose,13,290,4.48%
Shiawassee,12-15 years,Hispanic,At Least One Dose,43,162,26.54%
Shiawassee,12-15 years,NH White,At Least One Dose,903,3012,29.98%
Shiawassee,12-15 years,NH White,Up-To-Date,132,3012,4.38%
Shiawassee,16-19 years,Hispanic,At Least One Dose,58,157,36.94%
Shiawassee,16-19 years,NH White,At Least One Dose,1276,3052,41.81%
Shiawassee,16-19 years,NH White,Up-To-Date,169,3052,5.54%
Shiawassee,20-29 years,Hispanic,At Least One Dose,103,379,27.18%
Shiawassee,20-29 years,Hispanic,Up-To-Date,13,379,3.43%
Shiawassee,20-29 years,NH Black,At Least One Dose,23,52,44.23%
Shiawassee,20-29 years,NH White,At Least One Dose,3220,7314,44.03%
Shiawassee,20-29 years,NH White,Up-To-Date,279,7314,3.81%
Shiawassee,30-39 years,Hispanic,At Least One Dose,103,306,33.66%
Shiawassee,30-39 years,Hispanic,Up-To-Date,17,306,5.56%
Shiawassee,30-39 years,NH White,At Least One Dose,3210,6976,46.01%
Shiawassee,30-39 years,NH White,Up-To-Date,411,6976,5.89%
Shiawassee,40-49 years,Hispanic,At Least One Dose,102,249,40.96%
Shiawassee,40-49 years,Hispanic,Up-To-Date,21,249,8.43%
Shiawassee,40-49 years,NH White,At Least One Dose,3719,7282,51.07%
Shiawassee,40-49 years,NH White,Up-To-Date,593,7282,8.14%
Shiawassee,5-11 years,Hispanic,At Least One Dose,25,234,10.68%
Shiawassee,5-11 years,NH White,At Least One Dose,852,4712,18.08%
Shiawassee,5-11 years,NH White,Up-To-Date,132,4712,2.8%
Shiawassee,50-64 years,Hispanic,At Least One Dose,176,279,63.08%
Shiawassee,50-64 years,Hispanic,Up-To-Date,51,279,18.28%
Shiawassee,50-64 years,NH American Indian/Alaska Native,At Least One Dose,41,52,78.85%
Shiawassee,50-64 years,NH White,At Least One Dose,8403,14218,59.1%
Shiawassee,50-64 years,NH White,Up-To-Date,2214,14218,15.57%
Shiawassee,65-74 years,Hispanic,At Least One Dose,63,117,53.85%
Shiawassee,65-74 years,Hispanic,Up-To-Date,32,117,27.35%
Shiawassee,65-74 years,NH White,At Least One Dose,6312,7438,84.86%
Shiawassee,65-74 years,NH White,Up-To-Date,2868,7438,38.56%
Shiawassee,75+ years,Hispanic,At Least One Dose,56,62,90.32%
Shiawassee,75+ years,Hispanic,Up-To-Date,25,62,40.32%
Shiawassee,75+ years,NH White,At Least One Dose,5250,5002,104.96%
Shiawassee,75+ years,NH White,Up-To-Date,2309,5002,46.16%
Shiawassee,under 5 years,NH White,At Least One Dose,180,3240,5.56%
Shiawassee,under 5 years,NH White,Up-To-Date,43,3240,1.33%
St. Clair,12-15 years,Hispanic,At Least One Dose,82,484,16.94%
St. Clair,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,27,51,52.94%
St. Clair,12-15 years,NH Black,At Least One Dose,61,278,21.94%
St. Clair,12-15 years,NH Black,Up-To-Date,11,278,3.96%
St. Clair,12-15 years,NH White,At Least One Dose,1568,6819,22.99%
St. Clair,12-15 years,NH White,Up-To-Date,180,6819,2.64%
St. Clair,16-19 years,Hispanic,At Least One Dose,137,472,29.03%
St. Clair,16-19 years,Hispanic,Up-To-Date,16,472,3.39%
St. Clair,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,30,52,57.69%
St. Clair,16-19 years,NH Black,At Least One Dose,83,253,32.81%
St. Clair,16-19 years,NH White,At Least One Dose,2536,6381,39.74%
St. Clair,16-19 years,NH White,Up-To-Date,261,6381,4.09%
St. Clair,20-29 years,Hispanic,At Least One Dose,306,874,35.01%
St. Clair,20-29 years,Hispanic,Up-To-Date,25,874,2.86%
St. Clair,20-29 years,NH American Indian/Alaska Native,At Least One Dose,50,79,63.29%
St. Clair,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,85,104,81.73%
St. Clair,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,12,104,11.54%
St. Clair,20-29 years,NH Black,At Least One Dose,279,628,44.43%
St. Clair,20-29 years,NH Black,Up-To-Date,18,628,2.87%
St. Clair,20-29 years,NH White,At Least One Dose,6848,15930,42.99%
St. Clair,20-29 years,NH White,Up-To-Date,545,15930,3.42%
St. Clair,30-39 years,Hispanic,At Least One Dose,261,686,38.05%
St. Clair,30-39 years,Hispanic,Up-To-Date,31,686,4.52%
St. Clair,30-39 years,NH American Indian/Alaska Native,At Least One Dose,46,71,64.79%
St. Clair,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,78,112,69.64%
St. Clair,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,14,112,12.5%
St. Clair,30-39 years,NH Black,At Least One Dose,217,464,46.77%
St. Clair,30-39 years,NH White,At Least One Dose,6362,15504,41.03%
St. Clair,30-39 years,NH White,Up-To-Date,589,15504,3.8%
St. Clair,40-49 years,Hispanic,At Least One Dose,244,753,32.4%
St. Clair,40-49 years,Hispanic,Up-To-Date,26,753,3.45%
St. Clair,40-49 years,NH American Indian/Alaska Native,At Least One Dose,41,74,55.41%
St. Clair,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,94,115,81.74%
St. Clair,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,15,115,13.04%
St. Clair,40-49 years,NH Black,At Least One Dose,238,346,68.79%
St. Clair,40-49 years,NH Black,Up-To-Date,26,346,7.51%
St. Clair,40-49 years,NH White,At Least One Dose,7629,16917,45.1%
St. Clair,40-49 years,NH White,Up-To-Date,906,16917,5.36%
St. Clair,5-11 years,Hispanic,At Least One Dose,47,687,6.84%
St. Clair,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,20,66,30.3%
St. Clair,5-11 years,NH Black,At Least One Dose,61,499,12.22%
St. Clair,5-11 years,NH White,At Least One Dose,1188,10449,11.37%
St. Clair,5-11 years,NH White,Up-To-Date,131,10449,1.25%
St. Clair,50-64 years,Hispanic,At Least One Dose,452,730,61.92%
St. Clair,50-64 years,Hispanic,Up-To-Date,89,730,12.19%
St. Clair,50-64 years,NH American Indian/Alaska Native,At Least One Dose,114,151,75.5%
St. Clair,50-64 years,NH American Indian/Alaska Native,Up-To-Date,30,151,19.87%
St. Clair,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,147,152,96.71%
St. Clair,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,37,152,24.34%
St. Clair,50-64 years,NH Black,At Least One Dose,489,558,87.63%
St. Clair,50-64 years,NH Black,Up-To-Date,99,558,17.74%
St. Clair,50-64 years,NH White,At Least One Dose,19328,33951,56.93%
St. Clair,50-64 years,NH White,Up-To-Date,4018,33951,11.83%
St. Clair,65-74 years,Hispanic,At Least One Dose,240,251,95.62%
St. Clair,65-74 years,Hispanic,Up-To-Date,89,251,35.46%
St. Clair,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,63,69,91.3%
St. Clair,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,31,69,44.93%
St. Clair,65-74 years,NH Black,At Least One Dose,284,268,105.97%
St. Clair,65-74 years,NH Black,Up-To-Date,86,268,32.09%
St. Clair,65-74 years,NH White,At Least One Dose,13916,17626,78.95%
St. Clair,65-74 years,NH White,Up-To-Date,5249,17626,29.78%
St. Clair,75+ years,Hispanic,At Least One Dose,169,140,120.71%
St. Clair,75+ years,Hispanic,Up-To-Date,76,140,54.29%
St. Clair,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,66,51,129.41%
St. Clair,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,38,51,74.51%
St. Clair,75+ years,NH Black,At Least One Dose,148,142,104.23%
St. Clair,75+ years,NH Black,Up-To-Date,53,142,37.32%
St. Clair,75+ years,NH White,At Least One Dose,11133,11955,93.12%
St. Clair,75+ years,NH White,Up-To-Date,4523,11955,37.83%
St. Clair,under 5 years,Hispanic,At Least One Dose,15,435,3.45%
St. Clair,under 5 years,NH White,At Least One Dose,182,6863,2.65%
St. Clair,under 5 years,NH White,Up-To-Date,44,6863,0.64%
St. Joseph,12-15 years,Hispanic,At Least One Dose,117,541,21.63%
St. Joseph,12-15 years,NH Black,At Least One Dose,26,120,21.67%
St. Joseph,12-15 years,NH White,At Least One Dose,548,2632,20.82%
St. Joseph,12-15 years,NH White,Up-To-Date,62,2632,2.36%
St. Joseph,16-19 years,Hispanic,At Least One Dose,204,463,44.06%
St. Joseph,16-19 years,Hispanic,Up-To-Date,12,463,2.59%
St. Joseph,16-19 years,NH Black,At Least One Dose,43,86,50%
St. Joseph,16-19 years,NH White,At Least One Dose,809,2298,35.2%
St. Joseph,16-19 years,NH White,Up-To-Date,89,2298,3.87%
St. Joseph,20-29 years,Hispanic,At Least One Dose,535,880,60.8%
St. Joseph,20-29 years,Hispanic,Up-To-Date,21,880,2.39%
St. Joseph,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,36,66,54.55%
St. Joseph,20-29 years,NH Black,At Least One Dose,71,199,35.68%
St. Joseph,20-29 years,NH White,At Least One Dose,1920,5653,33.96%
St. Joseph,20-29 years,NH White,Up-To-Date,169,5653,2.99%
St. Joseph,30-39 years,Hispanic,At Least One Dose,426,651,65.44%
St. Joseph,30-39 years,Hispanic,Up-To-Date,14,651,2.15%
St. Joseph,30-39 years,NH Black,At Least One Dose,72,154,46.75%
St. Joseph,30-39 years,NH White,At Least One Dose,2131,6068,35.12%
St. Joseph,30-39 years,NH White,Up-To-Date,233,6068,3.84%
St. Joseph,40-49 years,Hispanic,At Least One Dose,465,643,72.32%
St. Joseph,40-49 years,Hispanic,Up-To-Date,31,643,4.82%
St. Joseph,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,50,69,72.46%
St. Joseph,40-49 years,NH Black,At Least One Dose,61,109,55.96%
St. Joseph,40-49 years,NH White,At Least One Dose,2454,5723,42.88%
St. Joseph,40-49 years,NH White,Up-To-Date,333,5723,5.82%
St. Joseph,5-11 years,Hispanic,At Least One Dose,55,884,6.22%
St. Joseph,5-11 years,NH Black,At Least One Dose,22,194,11.34%
St. Joseph,5-11 years,NH White,At Least One Dose,471,4321,10.9%
St. Joseph,5-11 years,NH White,Up-To-Date,64,4321,1.48%
St. Joseph,50-64 years,Hispanic,At Least One Dose,485,514,94.36%
St. Joseph,50-64 years,Hispanic,Up-To-Date,41,514,7.98%
St. Joseph,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,57,87,65.52%
St. Joseph,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,13,87,14.94%
St. Joseph,50-64 years,NH Black,At Least One Dose,149,199,74.87%
St. Joseph,50-64 years,NH Black,Up-To-Date,33,199,16.58%
St. Joseph,50-64 years,NH White,At Least One Dose,5672,10683,53.09%
St. Joseph,50-64 years,NH White,Up-To-Date,1328,10683,12.43%
St. Joseph,65-74 years,Hispanic,At Least One Dose,133,114,116.67%
St. Joseph,65-74 years,Hispanic,Up-To-Date,24,114,21.05%
St. Joseph,65-74 years,NH Black,At Least One Dose,80,80,100%
St. Joseph,65-74 years,NH Black,Up-To-Date,33,80,41.25%
St. Joseph,65-74 years,NH White,At Least One Dose,4863,6152,79.05%
St. Joseph,65-74 years,NH White,Up-To-Date,2091,6152,33.99%
St. Joseph,75+ years,Hispanic,At Least One Dose,83,65,127.69%
St. Joseph,75+ years,Hispanic,Up-To-Date,23,65,35.38%
St. Joseph,75+ years,NH Black,At Least One Dose,48,63,76.19%
St. Joseph,75+ years,NH Black,Up-To-Date,11,63,17.46%
St. Joseph,75+ years,NH White,At Least One Dose,4085,4314,94.69%
St. Joseph,75+ years,NH White,Up-To-Date,1776,4314,41.17%
St. Joseph,under 5 years,NH White,At Least One Dose,62,2827,2.19%
Tuscola,12-15 years,Hispanic,At Least One Dose,23,144,15.97%
Tuscola,12-15 years,NH White,At Least One Dose,424,2274,18.65%
Tuscola,12-15 years,NH White,Up-To-Date,52,2274,2.29%
Tuscola,16-19 years,Hispanic,At Least One Dose,45,120,37.5%
Tuscola,16-19 years,NH Black,At Least One Dose,17,74,22.97%
Tuscola,16-19 years,NH White,At Least One Dose,656,2075,31.61%
Tuscola,16-19 years,NH White,Up-To-Date,53,2075,2.55%
Tuscola,20-29 years,Hispanic,At Least One Dose,85,274,31.02%
Tuscola,20-29 years,NH White,At Least One Dose,1738,5311,32.72%
Tuscola,20-29 years,NH White,Up-To-Date,121,5311,2.28%
Tuscola,30-39 years,Hispanic,At Least One Dose,78,250,31.2%
Tuscola,30-39 years,NH White,At Least One Dose,1740,5337,32.6%
Tuscola,30-39 years,NH White,Up-To-Date,184,5337,3.45%
Tuscola,40-49 years,Hispanic,At Least One Dose,84,207,40.58%
Tuscola,40-49 years,Hispanic,Up-To-Date,16,207,7.73%
Tuscola,40-49 years,NH White,At Least One Dose,2142,5558,38.54%
Tuscola,40-49 years,NH White,Up-To-Date,310,5558,5.58%
Tuscola,5-11 years,Hispanic,At Least One Dose,13,239,5.44%
Tuscola,5-11 years,NH White,At Least One Dose,324,3493,9.28%
Tuscola,5-11 years,NH White,Up-To-Date,43,3493,1.23%
Tuscola,50-64 years,Hispanic,At Least One Dose,161,242,66.53%
Tuscola,50-64 years,Hispanic,Up-To-Date,33,242,13.64%
Tuscola,50-64 years,NH Black,At Least One Dose,36,52,69.23%
Tuscola,50-64 years,NH White,At Least One Dose,5615,11337,49.53%
Tuscola,50-64 years,NH White,Up-To-Date,1289,11337,11.37%
Tuscola,65-74 years,Hispanic,At Least One Dose,116,115,100.87%
Tuscola,65-74 years,Hispanic,Up-To-Date,49,115,42.61%
Tuscola,65-74 years,NH White,At Least One Dose,4784,6183,77.37%
Tuscola,65-74 years,NH White,Up-To-Date,2016,6183,32.61%
Tuscola,75+ years,Hispanic,At Least One Dose,65,56,116.07%
Tuscola,75+ years,Hispanic,Up-To-Date,21,56,37.5%
Tuscola,75+ years,NH White,At Least One Dose,4125,4635,89%
Tuscola,75+ years,NH White,Up-To-Date,1695,4635,36.57%
Tuscola,under 5 years,NH White,At Least One Dose,25,2399,1.04%
Van Buren,12-15 years,Hispanic,At Least One Dose,342,811,42.17%
Van Buren,12-15 years,Hispanic,Up-To-Date,47,811,5.8%
Van Buren,12-15 years,NH Black,At Least One Dose,52,150,34.67%
Van Buren,12-15 years,NH White,At Least One Dose,1130,2884,39.18%
Van Buren,12-15 years,NH White,Up-To-Date,260,2884,9.02%
Van Buren,16-19 years,Hispanic,At Least One Dose,492,712,69.1%
Van Buren,16-19 years,Hispanic,Up-To-Date,64,712,8.99%
Van Buren,16-19 years,NH Black,At Least One Dose,91,150,60.67%
Van Buren,16-19 years,NH Black,Up-To-Date,12,150,8%
Van Buren,16-19 years,NH White,At Least One Dose,1405,2509,56%
Van Buren,16-19 years,NH White,Up-To-Date,254,2509,10.12%
Van Buren,20-29 years,Hispanic,At Least One Dose,1081,1435,75.33%
Van Buren,20-29 years,Hispanic,Up-To-Date,101,1435,7.04%
Van Buren,20-29 years,NH American Indian/Alaska Native,At Least One Dose,45,82,54.88%
Van Buren,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,51,55,92.73%
Van Buren,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,12,55,21.82%
Van Buren,20-29 years,NH Black,At Least One Dose,213,317,67.19%
Van Buren,20-29 years,NH Black,Up-To-Date,28,317,8.83%
Van Buren,20-29 years,NH White,At Least One Dose,3140,6046,51.94%
Van Buren,20-29 years,NH White,Up-To-Date,439,6046,7.26%
Van Buren,30-39 years,Hispanic,At Least One Dose,893,1123,79.52%
Van Buren,30-39 years,Hispanic,Up-To-Date,103,1123,9.17%
Van Buren,30-39 years,NH American Indian/Alaska Native,At Least One Dose,20,61,32.79%
Van Buren,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,29,54,53.7%
Van Buren,30-39 years,NH Black,At Least One Dose,143,221,64.71%
Van Buren,30-39 years,NH Black,Up-To-Date,21,221,9.5%
Van Buren,30-39 years,NH White,At Least One Dose,3375,6843,49.32%
Van Buren,30-39 years,NH White,Up-To-Date,637,6843,9.31%
Van Buren,40-49 years,Hispanic,At Least One Dose,876,1108,79.06%
Van Buren,40-49 years,Hispanic,Up-To-Date,114,1108,10.29%
Van Buren,40-49 years,NH American Indian/Alaska Native,At Least One Dose,40,86,46.51%
Van Buren,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,37,60,61.67%
Van Buren,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,16,60,26.67%
Van Buren,40-49 years,NH Black,At Least One Dose,157,261,60.15%
Van Buren,40-49 years,NH Black,Up-To-Date,32,261,12.26%
Van Buren,40-49 years,NH White,At Least One Dose,3912,6853,57.08%
Van Buren,40-49 years,NH White,Up-To-Date,913,6853,13.32%
Van Buren,5-11 years,Hispanic,At Least One Dose,259,1381,18.75%
Van Buren,5-11 years,Hispanic,Up-To-Date,28,1381,2.03%
Van Buren,5-11 years,NH Black,At Least One Dose,37,247,14.98%
Van Buren,5-11 years,NH White,At Least One Dose,1191,4718,25.24%
Van Buren,5-11 years,NH White,Up-To-Date,248,4718,5.26%
Van Buren,50-64 years,Hispanic,At Least One Dose,967,1054,91.75%
Van Buren,50-64 years,Hispanic,Up-To-Date,201,1054,19.07%
Van Buren,50-64 years,NH American Indian/Alaska Native,At Least One Dose,84,115,73.04%
Van Buren,50-64 years,NH American Indian/Alaska Native,Up-To-Date,35,115,30.43%
Van Buren,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,52,63,82.54%
Van Buren,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,21,63,33.33%
Van Buren,50-64 years,NH Black,At Least One Dose,368,440,83.64%
Van Buren,50-64 years,NH Black,Up-To-Date,123,440,27.95%
Van Buren,50-64 years,NH White,At Least One Dose,8396,13616,61.66%
Van Buren,50-64 years,NH White,Up-To-Date,2833,13616,20.81%
Van Buren,65-74 years,Hispanic,At Least One Dose,320,312,102.56%
Van Buren,65-74 years,Hispanic,Up-To-Date,101,312,32.37%
Van Buren,65-74 years,NH Black,At Least One Dose,272,198,137.37%
Van Buren,65-74 years,NH Black,Up-To-Date,141,198,71.21%
Van Buren,65-74 years,NH White,At Least One Dose,6673,7952,83.92%
Van Buren,65-74 years,NH White,Up-To-Date,3590,7952,45.15%
Van Buren,75+ years,Hispanic,At Least One Dose,147,134,109.7%
Van Buren,75+ years,Hispanic,Up-To-Date,48,134,35.82%
Van Buren,75+ years,NH Black,At Least One Dose,185,179,103.35%
Van Buren,75+ years,NH Black,Up-To-Date,84,179,46.93%
Van Buren,75+ years,NH White,At Least One Dose,4818,4878,98.77%
Van Buren,75+ years,NH White,Up-To-Date,2582,4878,52.93%
Van Buren,under 5 years,Hispanic,At Least One Dose,50,887,5.64%
Van Buren,under 5 years,NH White,At Least One Dose,221,3095,7.14%
Van Buren,under 5 years,NH White,Up-To-Date,43,3095,1.39%
Washtenaw,12-15 years,Hispanic,At Least One Dose,812,1402,57.92%
Washtenaw,12-15 years,Hispanic,Up-To-Date,242,1402,17.26%
Washtenaw,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,1179,1414,83.38%
Washtenaw,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,416,1414,29.42%
Washtenaw,12-15 years,NH Black,At Least One Dose,1082,2310,46.84%
Washtenaw,12-15 years,NH Black,Up-To-Date,284,2310,12.29%
Washtenaw,12-15 years,NH White,At Least One Dose,6453,9818,65.73%
Washtenaw,12-15 years,NH White,Up-To-Date,2499,9818,25.45%
Washtenaw,16-19 years,Hispanic,At Least One Dose,1297,1671,77.62%
Washtenaw,16-19 years,Hispanic,Up-To-Date,411,1671,24.6%
Washtenaw,16-19 years,NH American Indian/Alaska Native,At Least One Dose,44,51,86.27%
Washtenaw,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,893,2887,30.93%
Washtenaw,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,329,2887,11.4%
Washtenaw,16-19 years,NH Black,At Least One Dose,1485,3240,45.83%
Washtenaw,16-19 years,NH Black,Up-To-Date,304,3240,9.38%
Washtenaw,16-19 years,NH White,At Least One Dose,7365,18858,39.06%
Washtenaw,16-19 years,NH White,Up-To-Date,2480,18858,13.15%
Washtenaw,20-29 years,Hispanic,At Least One Dose,3244,5008,64.78%
Washtenaw,20-29 years,Hispanic,Up-To-Date,743,5008,14.84%
Washtenaw,20-29 years,NH American Indian/Alaska Native,At Least One Dose,181,161,112.42%
Washtenaw,20-29 years,NH American Indian/Alaska Native,Up-To-Date,35,161,21.74%
Washtenaw,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,8742,9107,95.99%
Washtenaw,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,2105,9107,23.11%
Washtenaw,20-29 years,NH Black,At Least One Dose,4792,9219,51.98%
Washtenaw,20-29 years,NH Black,Up-To-Date,812,9219,8.81%
Washtenaw,20-29 years,NH White,At Least One Dose,25634,48257,53.12%
Washtenaw,20-29 years,NH White,Up-To-Date,6179,48257,12.8%
Washtenaw,30-39 years,Hispanic,At Least One Dose,3079,3195,96.37%
Washtenaw,30-39 years,Hispanic,Up-To-Date,837,3195,26.2%
Washtenaw,30-39 years,NH American Indian/Alaska Native,At Least One Dose,168,100,168%
Washtenaw,30-39 years,NH American Indian/Alaska Native,Up-To-Date,47,100,47%
Washtenaw,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,5432,4715,115.21%
Washtenaw,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,1548,4715,32.83%
Washtenaw,30-39 years,NH Black,At Least One Dose,3543,5057,70.06%
Washtenaw,30-39 years,NH Black,Up-To-Date,613,5057,12.12%
Washtenaw,30-39 years,NH White,At Least One Dose,25924,30882,83.95%
Washtenaw,30-39 years,NH White,Up-To-Date,9050,30882,29.31%
Washtenaw,40-49 years,Hispanic,At Least One Dose,2074,2516,82.43%
Washtenaw,40-49 years,Hispanic,Up-To-Date,640,2516,25.44%
Washtenaw,40-49 years,NH American Indian/Alaska Native,At Least One Dose,143,77,185.71%
Washtenaw,40-49 years,NH American Indian/Alaska Native,Up-To-Date,50,77,64.94%
Washtenaw,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,3293,4462,73.8%
Washtenaw,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,1236,4462,27.7%
Washtenaw,40-49 years,NH Black,At Least One Dose,3393,4558,74.44%
Washtenaw,40-49 years,NH Black,Up-To-Date,789,4558,17.31%
Washtenaw,40-49 years,NH White,At Least One Dose,21609,26819,80.57%
Washtenaw,40-49 years,NH White,Up-To-Date,9085,26819,33.88%
Washtenaw,5-11 years,Hispanic,At Least One Dose,992,2206,44.97%
Washtenaw,5-11 years,Hispanic,Up-To-Date,298,2206,13.51%
Washtenaw,5-11 years,NH American Indian/Alaska Native,At Least One Dose,35,56,62.5%
Washtenaw,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,1603,2330,68.8%
Washtenaw,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,504,2330,21.63%
Washtenaw,5-11 years,NH Black,At Least One Dose,1023,3915,26.13%
Washtenaw,5-11 years,NH Black,Up-To-Date,267,3915,6.82%
Washtenaw,5-11 years,NH White,At Least One Dose,9086,16099,56.44%
Washtenaw,5-11 years,NH White,Up-To-Date,3356,16099,20.85%
Washtenaw,50-64 years,Hispanic,At Least One Dose,2198,2276,96.57%
Washtenaw,50-64 years,Hispanic,Up-To-Date,796,2276,34.97%
Washtenaw,50-64 years,NH American Indian/Alaska Native,At Least One Dose,187,103,181.55%
Washtenaw,50-64 years,NH American Indian/Alaska Native,Up-To-Date,79,103,76.7%
Washtenaw,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,4313,4524,95.34%
Washtenaw,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,1923,4524,42.51%
Washtenaw,50-64 years,NH Black,At Least One Dose,5782,6507,88.86%
Washtenaw,50-64 years,NH Black,Up-To-Date,1916,6507,29.45%
Washtenaw,50-64 years,NH White,At Least One Dose,37935,46317,81.9%
Washtenaw,50-64 years,NH White,Up-To-Date,18002,46317,38.87%
Washtenaw,65-74 years,Hispanic,At Least One Dose,718,656,109.45%
Washtenaw,65-74 years,Hispanic,Up-To-Date,343,656,52.29%
Washtenaw,65-74 years,NH American Indian/Alaska Native,At Least One Dose,87,54,161.11%
Washtenaw,65-74 years,NH American Indian/Alaska Native,Up-To-Date,40,54,74.07%
Washtenaw,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,1473,1413,104.25%
Washtenaw,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,837,1413,59.24%
Washtenaw,65-74 years,NH Black,At Least One Dose,3247,3065,105.94%
Washtenaw,65-74 years,NH Black,Up-To-Date,1657,3065,54.06%
Washtenaw,65-74 years,NH White,At Least One Dose,25592,26559,96.36%
Washtenaw,65-74 years,NH White,Up-To-Date,16368,26559,61.63%
Washtenaw,75+ years,Hispanic,At Least One Dose,410,374,109.63%
Washtenaw,75+ years,Hispanic,Up-To-Date,207,374,55.35%
Washtenaw,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,1114,1186,93.93%
Washtenaw,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,668,1186,56.32%
Washtenaw,75+ years,NH Black,At Least One Dose,2039,1675,121.73%
Washtenaw,75+ years,NH Black,Up-To-Date,1054,1675,62.93%
Washtenaw,75+ years,NH White,At Least One Dose,20806,17495,118.93%
Washtenaw,75+ years,NH White,Up-To-Date,12841,17495,73.4%
Washtenaw,under 5 years,Hispanic,At Least One Dose,405,1427,28.38%
Washtenaw,under 5 years,Hispanic,Up-To-Date,107,1427,7.5%
Washtenaw,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,456,1666,27.37%
Washtenaw,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,151,1666,9.06%
Washtenaw,under 5 years,NH Black,At Least One Dose,308,2577,11.95%
Washtenaw,under 5 years,NH Black,Up-To-Date,69,2577,2.68%
Washtenaw,under 5 years,NH White,At Least One Dose,3632,11114,32.68%
Washtenaw,under 5 years,NH White,Up-To-Date,1187,11114,10.68%
Wayne,12-15 years,Hispanic,At Least One Dose,1861,5779,32.2%
Wayne,12-15 years,Hispanic,Up-To-Date,296,5779,5.12%
Wayne,12-15 years,NH American Indian/Alaska Native,At Least One Dose,55,138,39.86%
Wayne,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,2817,3114,90.46%
Wayne,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,457,3114,14.68%
Wayne,12-15 years,NH Black,At Least One Dose,3890,10250,37.95%
Wayne,12-15 years,NH Black,Up-To-Date,534,10250,5.21%
